NAAM,ALCOHOL %,BROUWERIJ
Leute Bokbier,7.500000,Brouwerij Van Steenberge
Li Berwette,8.000000,Brouwerij Saint-Monon voorConfrérie du Busson
Li Berwette diNoyè,8.500000,Brouwerij Saint-Monon voorConfrérie du Busson
LiefmansCuvée-Brut,6.000000,Brouwerij Liefmans
LiefmansFrambozenbier,5.400000,Brouwerij Liefmans
LiefmansFruitesse Rood,4.200000,Brouwerij Liefmans
LiefmansGoudenband,8.000000,Brouwerij Liefmans
Liefmans OudBruin,5.000000,Brouwerij Liefmans
Liene,7.000000,t HofBrouwerijke in opdracht vanBrouwerij Het Nest
Liers Kerstbier,6.000000,Brouwerij Strubbe voor stadLier
Lily Blue,7.500000,Brouwerij Sainte-Hélène
Limburgse Witte,5.000000,Brouwerij Sint-Jozef
Limerick,8.000000,De ProefBrouwerij voor bierfirmaBas-bieren
Lindemans Apple,3.500000,Brouwerij Lindemans
Lindemans Cassis,3.500000,Brouwerij Lindemans
LindemansFramboise,2.500000,Brouwerij Lindemans
Lindemans Kriek,4.000000,Brouwerij Lindemans
LindemansPecheresse,2.500000,Brouwerij Lindemans
Liter vanPallieter,8.000000,MicroBrouwerij Achilles
Living trippel,8.000000,café de living
Livinus,10.000000,Brouwerij Van den Bossche
Livinus Blonde,10.000000,Brouwerij Van Eecke
Livinus Brune,9.000000,Brouwerij Van Eecke
Lokernaere,5.500000,Brouwerij Het Sas
Loterbol 6°,6.000000,Brouwerij Loterbol
Loterbol Blond,8.000000,Brouwerij Loterbol
Loterbol Bruin,8.000000,Brouwerij Loterbol
Lou Pepe,5.000000,Brouwerij Cantillon
Louwaege DubbelBlond,1.400000,Brouwerij Louwaege
Louwaege Faro,1.400000,Brouwerij Louwaege
Louwaege’s Kriek,4.300000,Brouwerijen Alken-Maes
Louwaege Stout,4.800000,Brouwerij Louwaege
Lozen Boer,10.000000,De ProefBrouwerij voor de familie Neyt
Lucifer,8.400000,Brouwerij Het Anker (vroegerin Brouwerij Riva en Brouwerij Liefmans)
Lupulus Blonde,8.500000,Brouwerij les 3 Fourquets
Lupulus Brune,8.500000,Brouwerij les 3 Fourquets
Lustem,7.000000,‘t HofBrouwerijke voor DeVerhuisBrouwerij
Ma Mère Spéciale,6.000000,Brouwerij De Leite
Maerlant,9.000000,Brouwerij Van Steenberge
Maes,5.200000,Alken-Maes
Maes Nature,1.500000,Alken-Maes (Heineken)
Mageleno,7.500000,HuisBrouwerij Sint Canarus
Magic Ghost,8.000000,Brasserie Fantôme
Malheur 6,6.000000,Brouwerij De Landtsheer
Malheur 8,8.000000,Brouwerij De Landtsheer
Malheur 10,10.000000,Brouwerij De Landtsheer
Malheur 12,12.000000,Brouwerij De Landtsheer
Malheur BièreBrut,11.000000,Brouwerij De Landtsheer
Malheur Dark Brut,12.000000,Brouwerij De Landtsheer
Malheur CuvéeRoyale,9.000000,Brouwerij De Landtsheer
Maltosa,1.200000,Brouwerij Haacht
Mamouche,5.000000,Brouwerij Cantillon
Maneblusser,6.000000,Brouwerij Het Anker
Manneke Pils,5.200000,Brouwerij Lefebvre
Mano Negra,10.000000,Brouwerij Alvinne
Manten,6.000000,Brouwerij Gulden Spoor
Marckloff,6.500000,Brouwerij La Ferme au Chêne
Maredsous blond,6.000000,Brouwerij Duvel Moortgat
Maredsous bruin,8.000000,Brouwerij Duvel Moortgat
Maredsous tripel,10.000000,Brouwerij Duvel Moortgat
Margriet,6.500000,Brouwerij Het Anker
Martens Pils,5.000000,Brouwerij Martens (Bocholt)
Martin’s Blond,6.000000,Group John Martin
Martin’s Pale Ale,5.500000,Group John Martin
Mater Witbier,5.000000,Brouwerij Roman
Maximo,11.500000,De Oude Maalderij
McChouffe,8.000000,Brouwerij d’Achouffe(Duvel-Moortgat)
Mc Thals,9.500000,Brouwerij DijkWaert
Melchior,11.000000,Brouwerij Alvinne
Melchior Oak Aged,11.000000,Brouwerij Alvinne
Melse God,6.500000,Brouwerij Huyghe
Merck toch hoesterck,9.000000,De ScheldeBrouwerij
Métisse Saison,5.700000,De Lion à Plume bij BrouwerijSainte-Hélène
Meuuh!,5.500000,Brouwerij Saint-Monon voorConfrérie du Busson
Mistinguett,6.500000,Brouwerij Sainte-Hélène
Modeste Bruin,7.800000,Brouwerij Strubbe voorBioFresh
Modeste Tripel,8.400000,Brouwerij Strubbe voorBioFresh
Moeder Overste,8.000000,Brouwerij Lefebvre
Moinette Blonde,8.000000,Brouwerij Dupont
Moinette Brune,8.500000,Brouwerij Dupont
MoinetteBiologique,7.500000,Brouwerij Dupont
Molse Tripel,8.300000,ScheldeBrouwerij
Mongozo Banana,4.500000,Brouwerij Huyghe
Mongozo Coconut,3.500000,Brouwerij Huyghe
Mongozo Mango,3.600000,Brouwerij Huyghe
Mongozo Palmnut,7.000000,Brouwerij Huyghe
Mongozo PremiumPilsener,5.000000,Brouwerij Huyghe
Mongozo Quinua,5.900000,Brouwerij Huyghe
Monk’s Stout,5.200000,Brouwerij Dupont
Mont-Saint-Aubert,8.000000,Brouwerij de Brunehaut
Montagnarde,9.000000,Brouwerij de l’Abbaye desRocs
MontagnardeAltitude 6,6.000000,Brouwerij de l’Abbaye desRocs
Morpheus Dark,10.200000,Brouwerij Alvinne
Morpheus Extra RA,7.100000,Brouwerij Alvinne
Morpheus Tripel,8.700000,Brouwerij Alvinne
Morpheus Wild,5.900000,Brouwerij Alvinne
Mort SubiteCassis,4.500000,Brouwerijen Alken-Maes
Mort Subite Faro,4.000000,Alken-Maes
Mort SubiteFramboise,5.000000,Alken-Maes
Mort SubiteGueuze,4.500000,Alken-Maes
Mort Subite Kriek,4.500000,Alken-Maes
Mort SubiteOriginal Gueuze,4.500000,Alken-Maes
Mort SubiteOriginal Kriek,4.500000,Alken-Maes
Mort Subite OudeGueuze,7.000000,Alken-Maes
Mort Subite OudeKriek,6.500000,Alken-Maes
Mort Subite Pêche,4.500000,Alken-Maes
Mort SubiteXtreme Framboise,4.300000,Alken-Maes
Mort SubiteXtreme Kriek,4.300000,Alken-Maes
Mort SubiteXtreme Manzana,4.200000,Alken-Maes
Mort SubiteWitte Lambic,5.000000,Alken-Maes
Motuecha,5.000000,De Struise Brouwers
Moulin deHollange – Blonde d’Epeautre,6.000000,Brouwerij Millevertus
Mouten Kop,6.000000,Brouwerij De Graal voor DeHopjutters
Mug,5.000000,De ScheldeBrouwerij
Myn’s Pils,5.000000,Brouwerij de Silly
Mystic Krieken,3.500000,Brouwerij Haacht
Mystic Limoen,3.500000,Brouwerij Haacht
Mystic Perzik,3.700000,Brouwerij Haacht
‘n Peerdevisscher,6.500000,Brouwerij Strubbe
‘n Slypke,6.000000,Brouwerij Van Eecke
‘n Toeback,9.500000,ScheldeBrouwerij
Naked Ladies,4.400000,Brouwerij Alvinne
Napoleon,7.000000,Affligem Brouwerij (Brouwerij DeSmedt)
Ne Flierefluiter,8.500000,Brouwerij De Smedt inopdracht van bierfirma Fisser
Ne Kopstoot,7.000000,Brouwerij de Brunehaut
Ne Snoeper,10.000000,t HofBrouwerijke
Nello’s Blond,7.000000,Brouwerij De Arend
Nello’s Tripel,NaN,Brouwerij De Arend
Nen Bangelijke,8.000000,Brouwerij ‘t Pakhuis
Nen Biskop,6.400000,Brouwerij Danny voorStichting Marcel De Bisschop
Nen Kerstbal,8.000000,voor bierfrima Vacas
Nen Uts,7.000000,Brouwerij De Graal voor DeHoevebrouwers
Netebuk,6.500000,Brouwerij Gulden Spoor
Newton,3.500000,Brouwerij Lefebvre
N’Ice Chouffe,10.000000,Brouwerij d’Achouffe(Duvel-Moortgat)
Nivoo,7.000000,Brouwerij Anders! voor GIBRIT
Noblesse,5.500000,Brouwerij De Dochter van deKorenaar
Noblesse Extra,7.000000,Brouwerij De Dochter van deKorenaar
Noël deSilenrieux,9.000000,Brouwerij de Silenrieux
Noir deDottignies,9.000000,Brouwerij De Ranke
Nondedju,10.700000,’t HofBrouwerijke voor Montaigu
Nonneke,8.000000,Brouwerij Anders
NOORderbierke,8.100000,Brouwerij Donum Ignis
Nostradamus,9.000000,Brouwerij Caracole
Notre Passion,8.000000,’t HofBrouwerijke voor Montaigu
Nounnette,7.500000,Brouwerij de l’Abbaye desRocs
Novice Tripel Black,8.500000,Brouwerij de Landtsheer
Nuits Blanches,7.500000,Brouwerij de l’Abbaye desRocs
Odlo Blond,6.700000,Brouwerij De Graal voor(T)HuisBrouwerij Odlo
Odlo Hivernum,8.700000,Brouwerij Lupus voor(T)HuisBrouwerij Odlo
Odlo Triviaal,8.200000,Brouwerij De Graal voor(T)HuisBrouwerij Odlo
Oelegems Titsenbier,7.500000,Dupont
Oeral,6.000000,De Dolle Brouwers
Oerbier,7.500000,De Dolle Brouwers
Oerbier specialReserva,13.000000,De Dolle Brouwers
Oesterstout,8.500000,De ScheldeBrouwerij
Okymore-Oxymore,8.000000,Brouwerij Oxymore
Omer.,8.000000,Brouwerij Bockor
Ommegang,8.000000,Brouwerij Haacht
Ondineke,8.500000,Brouwerij De Glazen Toren
Op-Ale,5.000000,Affligem Brouwerij (Brouwerij DeSmedt)
Opitter,NaN,Brouwerij Sint-Jozef
Ops-Ale,5.500000,Brouwerij Sint-Jozef
Optimo,8.000000,De Oude Maalderij
Orval,6.200000,Abdij Notre-Dame d’Orval
Orvélo,7.500000,De ProefBrouwerij voor bierfirma HalfZeven
Oudbeitje,6.000000,Hanssens Artisanaal
Oud Bier,2.100000,Brouwerij Strubbe
Oud Tassels,8.500000,Brouwerij Boelens voor Bier-en Wijnhandel De Neys-Asselman
Oud Kriekenbier,6.000000,Brouwerij Strubbe
Oud ZottegemsBier,6.500000,Brouwerij Strubbe
Oude Geuze 3Fonteinen,7.000000,Geuzestekerij 3 Fonteinen
Oude GeuzeVintage 3 Fonteinen,6.000000,Geuzestekerij 3 Fonteinen
Oude Geuze Boon,6.500000,Brouwerij Boon
Oude Geuze De Cam,6.000000,Geuzestekerij De Cam
Oude Geuze OudBeersel,6.000000,Brouwerij Oud Beersel
Oude GueuzeHanssens,6.000000,Hanssens Artisanaal
Oude GueuzeTilquin à l’ancienne,6.000000,Gueuzerie Tilquin
Oude Kriek 3Fonteinen,6.000000,Geuzestekerij 3 Fonteinen
Oude Kriek Boon,6.500000,Brouwerij Boon
Oude Kriek De Cam,6.500000,Geuzestekerij De Cam
Oude KriekHanssens,6.000000,Hanssens Artisanaal
Oude Kriek OudBeersel,6.500000,Brouwerij Oud Beersel
Oude Lambiek DeCam,5.000000,Geuzestekerij De Cam
Oude QuetscheTilquin à l’ancienne,6.400000,Gueuzerie Tilquin
Outblack,10.000000,De Struise Brouwers
Paasei,7.800000,voor bierfirma Vacas
Pa-Gijs,8.500000,Brouwerij Boelens
Paix-Dieu,10.000000,Brouwerij Caulier
Paljas Blond,6.000000,Brouwerij Henricus
Paljas Bruin,6.000000,Brouwerij Henricus
Paljas IPA,6.000000,Brouwerij Henricus
Palm,5.400000,Brouwerij Palm
Palm Dobbel,6.000000,Brouwerij Palm
Palm Green,0.250000,Brouwerij Palm
Palm Hopper,6.000000,Brouwerij Palm
Palm N.A,0.250000,Brouwerij Palm
Palm Royale,7.500000,Brouwerij Palm
Palm Sauvin,4.900000,Brouwerij Palm
Palm Speciale,5.200000,Brouwerij Palm
Pandreitje,7.000000,Brouwerij De Regenboog
Pannepot,10.000000,De Struise Brouwers bij Brouwerij Deca
Pannepot Reserva,10.000000,De Struise Brouwers bij Brouwerij Deca
Pannepot GrandReserva Vintage,10.000000,De Struise Brouwers bij Brouwerij Deca
Pannepeut,10.000000,De Struise Brouwers bij Brouwerij Deca
Papegaei,8.000000,Brouwerij Deca voorVerstraete
Passendale,6.000000,Brouwerij Duvel Moortgat
Pater,6.000000,De ScheldeBrouwerij voor De Lelie
Pater LievenBlond,6.500000,Brouwerij Van Den Bossche
Pater LievenBruin,6.500000,Brouwerij Van Den Bossche
Pater LievenTripel,8.000000,Brouwerij Van Den Bossche
Pater Lieven Wit,8.000000,Brouwerij Van Den Bossche
Pater VerbiestBlond,6.500000,De ProefBrouwerij
Pater VerbiestDonker,9.000000,De ProefBrouwerij
PaternosterDubbel,8.000000,MicroBrouwerij Achilles in DeProefBrouwerij in opdracht van Paters en Prinsen
PaternosterTripel,8.000000,Brouwerij Lupus in opdrachtvan Paters en Prinsen
Patrasche dubbel,8.000000,Brouwerij De Arend
Paulus,6.000000,Brouwerij Het Sas
Paus,8.500000,De ScheldeBrouwerij voor De Lelie
Pauwel Kwak,8.400000,Brouwerij Bosteels
Pax Pils,4.600000,Brouwerij Sint-Jozef
Pêche Mel Bush,8.500000,Brouwerij Dubuisson
Pee Klak GrandCru,8.400000,Brouwerij Strubbe voorBrouwerij Crombé
Peltr Blond,7.000000,Brouwerij Anders
Père Abbé,7.300000,Brouwerij Du Bocq
Père Noël,7.000000,Brouwerij De Ranke
Peter Benoit,5.000000,Brouwerij Het Sas
Petrus Aged Pale,7.300000,Brouwerij Bavik
Petrus Blond,6.600000,Brouwerij Bavik
Petrus DubbelBruin,6.500000,Brouwerij Bavik
Petrus GoudenTripel,7.500000,Brouwerij Bavik
Petrus Oud Bruin,5.500000,Brouwerij Bavik
Petrus Speciale,5.500000,Brouwerij Bavik
Petrus Winterbier,6.500000,Brouwerij Bavik
Pick-Up,5.000000,Brouwerij Walrave
Piedbœuf Blonde,1.500000,Brouwerij Piedbœuf (InBev)
Piedbœuf Brune,1.500000,Brouwerij Piedbœuf (InBev)
PiedbœufExcellence,2.000000,Brouwerij Piedbœuf (InBev)
Piedbœuf Foncée,1.500000,Brouwerij Piedbœuf (InBev)
Piedbœuf Triple,3.800000,Brouwerij Piedbœuf (InBev)
Pierewietje,6.000000,Brouwerij De Regenboog
Piet-Agoras,9.000000,Brouwerij Het Alternatiefbij Brouwerij De Graal
Pikkeling,6.200000,Brouwerij Slaghmuylder inopdracht van VVV De Faluintjesstreek
Pikkeling Tripel,8.000000,Brouwerij Boelens inopdracht van VVV De Faluintjesstreek
PilaarbijterBlond,7.200000,Brouwerij Bavik
PilaarbijterBruin,6.500000,Brouwerij Bavik
Pils de Brabant,4.900000,Groep John Martin
Pimpernelle,8.000000,Brouwerij Jessenhofke
Pink Killer,5.000000,Brouwerij de Silly
Pipedream,7.800000,Brouwerij Alvinne
Piraat,10.500000,Brouwerij Van Steenberge
Piraat Tripel Hop,10.500000,Brouwerij Van Steenberge
Pissenlit,8.000000,Brouwerij Fantôme
Plezir Blond,5.500000,Brouwerij Sint-Jozef inopdracht van Zirvest Cvba
Plezir Brown,7.100000,Brouwerij Sint-Jozef inopdracht van Zirvest Cvba
Plezir D LuxBlond,6.700000,Brouwerij Sint-Jozef inopdracht van Zirvest Cvba
Plezir D Lux Rosé,5.200000,Brouwerij Sint-Jozef inopdracht van Zirvest Cvba
Ploegsteert,5.400000,Brouwerij Verhaeghe Vichte
Plokkersbier,7.000000,Brouwerij De Bie
Podge BelgianImperial Stout,10.500000,Brouwerij Alvinne
Podge Oak AgedStout,11.000000,Brouwerij Alvinne
Polygonneke,6.000000,Brouwerij Van Eecke
PostelBlond,7.000000,Affligem Brouwerij (Brouwerij DeSmedt)
Postel Dubbel,7.000000,Affligem Brouwerij
Postel Tripel,8.500000,Affligem Brouwerij
Potteloereke,8.000000,HuisBrouwerij Sint-Canarus
Poorter,6.500000,Brouwerij du Bocq voorBrouwerij Sterkens
PoperingsHommelbier,7.500000,Brouwerij Van Eecke
PoperingsNunnebier,7.200000,Brouwerij Verhaeghe
Préaris Blond,6.000000,De ProefBrouwerij voor VliegendePaard Brouwers
Préaris Quadrupel,10.000000,De ProefBrouwerij voor VliegendePaard Brouwers
Prima Leroy,3.250000,Brouwerij Het Sas
Primus,5.200000,Brouwerij Haacht
Prinsesken,6.500000,Brouwerij Boelens
Qantelaar,8.000000,Brouwerij Maenhout voorbierfirma ProefBrouwerij d’oude maalderij
Quadrigenti,5.600000,t HofBrouwerijke voor bierfirmaMontaignu
Que Dansent Les Nymphes,4.500000,Brouwerij Beryllium Erbium
Quest,9.000000,Brouwerij De Graal
Queueu deCharrue Ambrée,5.600000,Brouwerij du Bocq inopdracht van Brouwerij Vanuxeem
Queueu deCharrue Blonde,6.600000,Brouwerij du Bocq inopdracht van Brouwerij Vanuxeem
Queueu deCharrue Brune,5.400000,Brouwerij Verhaeghe Vichtein opdracht van Brouwerij Vanuxeem
Queueu deCharrue Triple,9.000000,Brouwerij Van Steenberge inopdracht van Brouwerij Vanuxeem
QuackelbeensDonker,7.100000,Brouwerij Gulden Spoor voorAlain Quackelbeen
Quintine Ambrée,8.500000,Brouwerij Ellezelloise
Quintine BioOrganic,5.900000,Brouwerij Ellezelloise
Quintine Blonde,8.000000,Brouwerij Ellezelloise
Rader Ambrée,10.500000,Brouwerij de l’Abbaye duVal-Dieu voor Radermacher Distillerie
Rader Blonde,6.500000,Brouwerij de l’Abbaye duVal-Dieu voor Radermacher Distillerie
Ramée Amber,7.500000,Brouwerij de Brunehaut
Ramée TripleBlond,8.000000,Brouwerij de Brunehaut
Rebel Local,8.500000,Brouwersverzet bij Brouwerij HetGulden Spoor
Redbach,3.500000,Brouwerij Rodenbach
Redbocq,3.100000,Brouwerij Du Bocq
Redor,5.000000,Brouwerij Dupont
Regal Christmas,8.100000,Brouwerij Du Bocq
Reinaert Blond,7.000000,De ProefBrouwerij
Reinaert GrandCru,9.500000,De ProefBrouwerij
Reinaert Tripel,9.000000,De ProefBrouwerij
RevolucionMexicana’10,5.000000,Group John Martin
Ridder,2.250000,Brouwerij Het Sas
Riebedebie,9.000000,Brouwerij De Bie
Riva Blanche,5.000000,Brouwerij Riva
Robustus,10.000000,Brouwerij Het Gulden Spoor
Rochefort 6,7.500000,Abdij Notre-Dame de Saint-Rémy
Rochefort 8,9.200000,Abdij Notre-Dame de Saint-Rémy
Rochefort 10,11.300000,Abdij Notre-Dame de Saint-Rémy
Rodenbach,5.200000,Brouwerij Rodenbach
RodenbachAlexander,6.000000,Brouwerij Rodenbach
RodenbachCaractère Rouge,7.000000,Brouwerij Rodenbach
Rodenbach GrandCru,6.000000,Brouwerij Rodenbach
Rodenbach Rosse,4.000000,Brouwerij Rodenbach
Rodenbach Vintage,7.000000,Brouwerij Rodenbach
Rogier,6.500000,Brouwerij De Graal voorTraagwater
Romy Pils,5.100000,Brouwerij Roman
Ronaldus Witte Tripel,7.500000,Brouwerij Pirlot
Ronsischen Dubbel,7.400000,De ProefBrouwerij voor bierfirmaSlaapmutske
Ronsischen Tripel,8.000000,De ProefBrouwerij voor bierfirmaSlaapmutske
Roodebol,6.600000,Brouwerij Loterbol
Rosdel,5.800000,Brouwerij Nieuwhuys
Rosé de Gambrinus,5.500000,Brouwerij Cantillon
Rose des Remparts,4.500000,Brouwerij La Binchoise
Rosé Max,4.500000,Brouwerij Bockor
Roste Jeanne,7.000000,De Struise Brouwers bij Brouwerij Deca
Rousse de Brabant,5.200000,Groep John Martin
‘s LandsSouvenirs Du Terroir,11.000000,Brouwerij De Landtsheer
Safir,5.000000,InBev
Saint-BenoîtBlonde,6.300000,Brouwerij du Bocq
Saint-BenoîtBrune,6.500000,Brouwerij du Bocq
Saint-Lamvinus,6.000000,Brouwerij Cantillon
Saint-MononAmbrée,6.500000,Brouwerij Saint-Monon
Saint-Monon auMiel,8.000000,Brouwerij Saint-Monon
Saint-Monon Brune,7.500000,Brouwerij Saint-Monon
Saison 1900,5.200000,Brouwerij Lefebvre
Saison 2000,6.500000,Brouwerij des Légendes
Saison Cazeau,5.000000,Brouwerij de Cazeau
Saison deDottignies,5.500000,Brouwerij De Ranke
Saison de laSenne,4.300000,Brouwerij De Ranke voorBrouwerij de la Senne
Saison de Mai,8.300000,Brouwerij Saint-Monon
Saison de Pipaix,6.000000,Brouwerij à Vapeur
Saison d’Epeautre,6.000000,Brouwerij de Blaugies
Saisond’Erpe-Mere,6.900000,Brouwerij De Glazen Toren
Saison de Silly,5.000000,Brouwerij de Silly
Saison Dupont,6.500000,Brouwerij Dupont
Saison Dupont Bio,5.500000,Brouwerij Dupont
Saison DupontCuvée Dry Hopping,6.500000,Brouwerij Dupont
Saison Regal,5.500000,Brouwerij du Bocq
SaisonSt-Feuillien,6.500000,Brouwerij Saint-Feuillien
Saison Voisin,5.000000,Brouwerij des Légendes
Santa Bee,8.500000,Brouwerij Boelens
Sara Blond,6.000000,Brouwerij de Silenrieux
Sara Bruin,6.000000,Brouwerij de Silenrieux
Sas Brune,5.300000,Brouwerij Het Sas
Sas Export,5.000000,Brouwerij Het Sas
Sas Pils,5.000000,Brouwerij Het Sas
Sasbräu,6.300000,Brouwerij Het Sas
Satan Gold,8.000000,Brouwerij De Block
Satan Red,8.000000,Brouwerij De Block
Saxo,8.000000,Brouwerij Caracole
SchaarbeekseOude Kriek 3 Fonteinen,5.000000,Geuzestekerij 3 Fonteinen
Scheldepils,5.000000,Brouwerij Huyghe voor de DeScheldeBrouwerij
Schoenlappertje,5.000000,De ScheldeBrouwerij
Schultenbräu,4.900000,Brouwerij Martens voor Aldi
Schuppenboer,8.500000,De ScheldeBrouwerij voor BrouwerijHet Nest
Scotch C.T.S.,7.200000,Inbev
Scotch Silly,7.800000,Brouwerij de Silly
Seefbier,6.500000,Antwerpse Brouw Compagnie
Semini’sAksiedent,8.000000,Brouwerij Boelens
Serafijn Blond,6.200000,De ProefBrouwerij voor MicroBrouwerijAchilles
Serafijn Donker,8.000000,De ProefBrouwerij voor MicroBrouwerijAchilles
Serafijn GrandCru,9.000000,De ProefBrouwerij voor MicroBrouwerijAchilles
Serafijn Tripel,8.000000,De ProefBrouwerij voor MicroBrouwerijAchilles
SerafijnKerstlicht,7.000000,De ProefBrouwerij voor MicroBrouwerijAchilles
Sernia Brune,7.200000,Inbev
Sezoens Blond,6.000000,Brouwerij Martens (Bocholt)
Sezoens Quattro,8.000000,Brouwerij Martens (Bocholt)
Shark Pants,9.000000,De Struise Brouwers bij Brouwerij Deca
Silly Pils,5.000000,Brouwerij de Silly
Silly Pils Bio,5.000000,Brouwerij de Silly
Sinpalsken Blond,8.500000,Brouwerij De Cock bijBrouwerij Van Steenberge
Sinpalsken Donker,8.500000,Brouwerij De Cock bijBrouwerij Van Steenberge
Sint-AdriaansbierBlond,6.500000,Brouwerij Van Steenberge
Sint-AdriaansbierBruin,NaN,Brouwerij Van Steenberge
Sint-GummarusTripel,8.000000,Brouwerij Sint-Jozef
Sint-Idesbald,6.500000,Brouwerij Huyghe
Slaapmutske Blond,6.400000,De ProefBrouwerij voor BrouwerijSlaapmutske
Slaapmutske Bruin,6.000000,De ProefBrouwerij voor BrouwerijSlaapmutske
Slaapmutske BioTripel,8.000000,De ProefBrouwerij voor BrouwerijSlaapmutske
Slaapmutske HopCollection ft. Kent Goldings,10.000000,De ProefBrouwerij voor BrouwerijSlaapmutske
SlaapmutskeTripel,8.100000,De ProefBrouwerij voor BrouwerijSlaapmutske
SlaapmutskeChristmas,7.400000,De ProefBrouwerij voor BrouwerijSlaapmutske
Slaapmutske DryHopped Lager,5.300000,De ProefBrouwerij voor BrouwerijSlaapmutske
Slaefke,7.500000,HuisBrouwerij Sint Canarus voor DeVerhuisBrouwerij
Slag Lager,5.000000,Brouwerij Slaghmuylder
Slaghmuylder’sKerstbier,5.200000,Brouwerij Slaghmuylder
Slaghmuylder’sPaasbier,5.200000,Brouwerij Slaghmuylder
Sloeber,7.500000,Brouwerij Roman
Smisje Kerst,11.000000,Brouwerij Smisje
Smiske,7.000000,Brouwerij Smisje
Smiske Bruin,7.000000,Brouwerij Smisje
Smiske Extra,7.000000,Brouwerij Smisje
Smiske Winter,11.000000,Brouwerij Smisje
Snaaskerstbier,8.000000,Brouwerij Deca
Snoek Blond,7.500000,Brouwerij Bavik voor “Mout-en Brouwhuis De Snoek”
Snoek Bruin,5.500000,Brouwerij Strubbe voor“Mout- en Brouwhuis De Snoek”
Snuffelbeer,6.000000,Brouwerij De Regenboog
Sparta Pils,5.000000,Brouwerij Van Steenberge
Special 6 Block,6.000000,Brouwerij De Block
Special De Ryck,5.500000,Brouwerij De Ryck
Special ExtraExport Stout,9.000000,De Dolle Brouwers
Special Roman,5.500000,Brouwerij Roman
Speciale 1900,5.000000,Brouwerij Haacht
Spéciale deBrabant,5.300000,Groep John Martin
Speculoos Bier,8.000000,Brouwerij d’Ecaussinnes
Spelziale,4.500000,Brouwerij Millevertus
Spioenkopje,5.000000,Brouwerij Strubbe voor denHaene
Spitfire OudBalegems,8.000000,Brouwerij Van Steenberge
Sint-Amatus,10.500000,De Struise Brouwers bij Brouwerij Deca
St. BernardusAbt 12,10.500000,Brouwerij St. Bernardus
St. BernardusChristmas Ale,10.000000,Brouwerij St. Bernardus
St. BernardusPater 6,6.700000,Brouwerij St. Bernardus
St. BernardusPrior 8,8.000000,Brouwerij St. Bernardus
St. BernardusTripel,8.000000,Brouwerij St. Bernardus
St. BernardusWitbier,5.500000,Brouwerij St. Bernardus
Sint-IdesbaldRéserve Ten Duinen Blond,6.500000,Brouwerij Huyghe
Sint-IdesbaldRéserve Ten Duinen Dubbel,8.000000,Brouwerij Huyghe
Sint-IdesbaldRéserve Ten Duinen Rousse,7.000000,Brouwerij Huyghe
Sint-IdesbaldRéserve Ten Duinen Tripel,9.000000,Brouwerij Huyghe
St. Benoit Blonde,6.300000,Brouwerij du Bocq
St. Benoit Brune,6.500000,Brouwerij du Bocq
St. FeuillienBlonde,7.500000,Brouwerij St-Feuillien
St. FeuillienBrune Réserve,7.500000,Brouwerij St-Feuillien
Grand CruSt-Feuillien Grand Cru,9.500000,Brouwerij Saint Feuillien
St. FeuillienTriple,8.500000,Brouwerij St-Feuillien
St. FeuillienCuvée de Noël,8.500000,Brouwerij St-Feuillien
St. FirminusBlond,NaN,Brouwerij Du Bocq
St. FirminusBruin,NaN,Brouwerij Du Bocq
St. Louis Cassis,4.500000,Brouwerij Van Honsebrouck
St. LouisFramboise,NaN,Brouwerij Van Honsebrouck
St. LouisFrambozen(bier),5.000000,Brouwerij Van Honsebrouck
St. Louis Gueuze,NaN,Brouwerij Van Honsebrouck
St. Louis GueuzeFond Tradition,5.000000,Brouwerij Van Honsebrouck
St. Louis KriekLambic,4.500000,Brouwerij Van Honsebrouck
St. Louis Peche,3.500000,Brouwerij Van Honsebrouck
St. LouisPremium Cassis,3.200000,Brouwerij Van Honsebrouck
St. LouisPremium Faro,3.200000,Brouwerij Van Honsebrouck
St. LouisPremium Framboise,2.800000,Brouwerij Van Honsebrouck
St. LouisPremium Kriek,3.200000,Brouwerij Van Honsebrouck
St. LouisPremium Pêche,2.600000,Brouwerij Van Honsebrouck
St. Paul Blond,5.300000,Brouwerij du Bocq voorBrouwerij Sterkens
St. Paul Double,6.900000,Brouwerij du Bocq voorBrouwerij Sterkens
St. Paul Speciale,5.500000,Brouwerij du Bocq voorBrouwerij Sterkens
St. Paul Tripel,5.000000,Brouwerij du Bocq voorBrouwerij Sterkens
St. SebastiaanDark,6.900000,Brouwerij du Bocq voorBrouwerij Sterkens
St. SebastiaanGrand Cru,7.600000,Brouwerij du Bocq voorBrouwerij Sterkens
Star Blond,0.400000,Brouwerij Haacht
Steenbrugge Blond,6.500000,Brouwerij Palm
SteenbruggeDubbel Bruin,6.500000,Brouwerij Palm (vroeger inBrouwerij De Gouden Boom)
SteenbruggeTripel,8.700000,Brouwerij Palm (vroeger inBrouwerij De Gouden Boom)
Steenbrugge Wit,5.000000,Brouwerij Palm
Steendonk,4.500000,Brouwerij Duvel Moortgat
Steenuilke,6.500000,Brouwerij De Rijck
Stella Artois,5.200000,InBev
Stepa,8.000000,De ProefBrouwerij voor Stepaja bvba
Stille Nacht,12.000000,De Dolle Brouwers
Stoeren Bonk,6.300000,Brouwerij Van Steenberge
